,YEAR,MO,DD,HH,MI,SS,LATITUDE,LONG.,DEPTH,ERR,MAG,MT,Q,Io,Area,M_TYPE,MW_SCOR,MW_BRProxy,s_MW_BRProxy,ST,Locality,(Reference) Comments,t_MW_BRProxy
1625,2008,5,21,19,23,59,-3.63,-40.51,5.0,5,3.8,2,I,-,,M(bR),4.26,3.5,0.3,CE,S.da Meruoca,(UFRN;UnB;IAG) mb_ISC=3.65 mR_IAG=3.92,Mw(mb)
1626,2008,5,21,19,28,16,-3.63,-40.51,0.0,5,3.9,1,I,-,,MR,4.345,3.6,0.3,CE,S.da Meruoca,(UFRN;UnB;IAG) mesmo evento?,Mw(mb)
1627,2008,5,22,21,1,0,-3.63,-40.51,0.0,5,3.0,1,I,-,,MR,3.58,2.6,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1628,2008,6,14,12,0,0,-28.9,-51.35,0.0,1,3.3,1,I,-,,MR,3.835,2.9,0.3,RS,NovaRoma Sul,(UFRS),Mw(mb)
1629,2008,7,31,3,12,6,-13.73,-44.73,0.0,45,2.9,1,I,-,,MR,3.495,2.5,0.3,BA,Correntina,(UnB),Mw(mb)
1630,2008,9,11,12,35,27,-3.63,-40.51,0.0,5,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1631,2008,9,15,17,14,43,-3.63,-40.51,0.0,5,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1632,2008,9,19,11,39,50,-3.63,-40.51,0.0,5,2.1,1,I,-,,MR,2.815,1.6,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1633,2008,9,29,15,19,20,-19.9,-47.33,0.0,20,3.1,1,I,4-5,,MR,3.665,2.7,0.3,MG,Uberaba,(UnB),Mw(mb)
1634,2008,10,7,21,51,9,-17.17,-56.24,0.0,20,3.4,1,I,-,,MR,3.92,3.1,0.3,MT,B.de Melgaco,(UnB),Mw(mb)
1635,2008,10,12,19,29,41,-3.63,-40.51,0.0,5,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1636,2008,10,26,19,9,42,-3.63,-40.51,0.0,5,2.2,1,I,-,,MR,2.9,1.7,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1637,2008,11,10,6,56,57,-29.02,-51.06,0.0,1,3.0,1,I,3,,MR,3.58,2.6,0.3,RS,Caxias do Sul,(UFRS),Mw(mb)
1638,2008,12,15,0,0,0,-16.7,-44.9,0.0,101,2.3,1,I,-,,MR,2.985,1.8,0.3,MG,Mtes.Claros,(UnB),Mw(mb)
1639,2008,12,15,20,36,57,-23.63,-45.79,0.0,30,2.1,1,I,-,,MR,2.815,1.6,0.3,SP,SALESOPOLIS,(ESAR),Mw(mb)
1640,2008,12,19,0,0,0,-3.63,-40.51,0.0,5,3.5,1,I,-,,MR,4.005,3.2,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1641,2008,12,19,22,55,20,-31.66,-49.58,0.0,25,3.9,0,I,-,,mb,4.345,3.6,0.3,RS,Plataforma Torres,(ISC),Mw(mb)
1642,2009,1,15,0,0,0,-16.7,-44.9,0.0,101,2.2,1,I,-,,MR,2.9,1.7,0.3,MG,Mtes.Claros,(UnB),Mw(mb)
1643,2009,1,31,2,50,59,-13.73,-44.74,11.0,30,2.6,1,I,-,,MR,3.24,2.2,0.3,BA,Correntina,(UnB),Mw(mb)
1644,2009,2,9,14,45,0,-3.63,-40.51,0.0,5,3.5,1,I,-,,MR,4.005,3.2,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1645,2009,2,23,19,19,41,-24.42,-45.77,0.0,40,2.3,1,I,-,,MR,2.985,1.8,0.3,RJ,PLAT. CONT,(ESAR),Mw(mb)
1646,2009,3,5,1,10,46,-24.28,-44.59,0.0,30,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1647,2009,3,9,14,26,20,-20.56,-44.87,0.0,50,2.8,5,I,-,,Ind,3.41,1.7,0.3,MG,CARMO DA MATA,(UnB),Mw(mb)
1648,2009,3,9,16,46,49,-24.0,-45.86,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1649,2009,3,11,17,59,27,-24.47,-45.92,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1650,2009,3,18,16,50,8,-3.63,-40.51,5.0,5,2.5,1,I,-,,MR,3.155,2.0,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1651,2009,3,20,0,0,0,-3.63,-40.51,5.0,5,2.2,1,I,-,,MR,2.9,1.7,0.3,CE,S.da Meruoca,(UFRN) a conferir,Mw(mb)
1652,2009,3,22,23,55,0,-3.63,-40.51,5.0,5,2.5,1,I,-,,MR,3.155,2.0,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1653,2009,3,29,20,0,0,-19.8,-44.0,0.0,50,2.8,5,I,-,,Ind,3.41,2.0,0.3,MG,SAO JOSE DA LAPA,(UnB),Mw(mb)
1654,2009,3,31,15,43,6,-24.67,-44.96,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1655,2009,4,3,3,39,51,-11.65,-48.61,5.0,30,3.2,1,I,-,,MR,3.75,2.8,0.3,TO,Peixe,(UnB),Mw(mb)
1656,2009,4,17,8,55,33,-3.62,-40.53,5.0,10,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,Alcantaras,(UnB),Mw(mb)
1657,2009,4,30,20,21,52,-23.29,-46.28,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,STA ISABEL,(ESAR),Mw(mb)
1658,2009,5,27,19,19,51,-3.62,-40.53,5.0,10,2.2,1,I,-,,MR,2.9,1.7,0.3,CE,Alcantaras,(UnB),Mw(mb)
1659,2009,5,27,23,30,34,-3.62,-40.53,5.0,10,2.3,1,I,-,,MR,2.985,1.8,0.3,CE,Alcantaras,(UnB),Mw(mb)
1660,2009,6,8,17,16,4,-24.74,-48.12,0.0,50,2.9,5,I,-,,Ind,3.495,1.8,0.3,SP,CAJATI,(IAG),Mw(mb)
1661,2009,6,11,6,47,42,-4.19,-38.7,5.0,10,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,Acarape,(UnB;UFRN) UFRN m=1.9,Mw(mb)
1662,2009,6,15,22,15,45,-18.49,-55.8,6.0,10,4.8,0,I,5,270.0,mb,5.11,4.6,0.33,MS,Coxim,(USGS;IAG),0.7Mw(mb)+0.3Mw(Af)
1663,2009,6,20,14,53,7,-24.72,-45.57,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1664,2009,6,30,6,39,56,-11.62,-56.7,5.0,10,3.0,1,I,-,,MR,3.58,2.6,0.3,MT,Tabapora,(UnB),Mw(mb)
1665,2009,7,1,14,59,52,-24.78,-45.32,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1666,2009,7,8,16,57,43,-3.63,-40.51,5.0,5,2.4,1,I,-,,MR,3.07,1.9,0.3,CE,S.da Meruoca,(UFRN;UnB),Mw(mb)
1667,2009,7,8,17,5,0,-3.63,-40.51,5.0,5,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1668,2009,7,11,18,30,22,-24.03,-45.9,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1669,2009,7,19,19,46,0,-3.63,-40.51,5.0,5,2.2,1,I,-,,MR,2.9,1.7,0.3,CE,S.da Meruoca,(UFRN,Mw(mb)
1670,2009,7,24,6,7,13,-11.62,-56.7,5.0,10,3.1,1,I,-,,MR,3.665,2.7,0.3,MT,Tabapora,(UnB),Mw(mb)
1671,2009,7,31,14,28,57,-3.62,-40.53,5.0,10,2.5,1,I,-,,MR,3.155,2.0,0.3,CE,Alcantaras,(UnB),Mw(mb)
1672,2009,7,31,20,55,21,-3.62,-40.53,5.0,10,3.4,1,I,-,,MR,3.92,3.1,0.3,CE,Alcantaras,(UnB),Mw(mb)
1673,2009,8,1,14,53,29,-21.6,-46.89,0.0,50,2.2,5,I,-,,Ind,2.9,3.1,0.3,SP,SAO JOSE DO RIO PARDO,(UNESP),Mw(mb)
1674,2009,9,3,15,39,12,-23.91,-45.85,0.0,30,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1675,2009,9,7,0,18,0,-23.45,-45.51,0.0,2,3.3,1,I,-,,MR,3.835,2.9,0.3,SP,Paraibuna,(IPT;UNESP-RC;IAG-ESAR),Mw(mb)
1676,2009,9,7,22,14,17,-3.07,-40.73,5.0,30,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,Granja-Parazinho,(UnB),Mw(mb)
1677,2009,9,8,7,16,59,-4.62,-38.16,0.0,5,2.6,1,I,3,,MR,3.24,2.2,0.3,CE,BeberiPalhano,(UFRN;IAG),Mw(mb)
1678,2009,9,9,4,11,46,-1.9,-61.43,0.0,50,4.2,1,I,-,,MR,4.6,3.9,0.3,RR,Roraima,(UnB),Mw(mb)
1679,2009,9,10,16,59,57,-24.93,-43.85,0.0,40,3.1,1,I,-,,MR,3.665,2.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1680,2009,9,23,5,27,37,-15.06,-44.26,5.0,5,2.8,1,I,-,,MR,3.41,2.4,0.3,MG,Itacarambi,(UnB),Mw(mb)
1681,2009,10,7,10,12,11,-15.06,-44.26,5.0,5,2.5,1,I,-,,MR,3.155,2.0,0.3,MG,Itacarambi,(UnB),Mw(mb)
1682,2009,10,9,9,40,16,-11.62,-56.7,5.0,40,2.6,1,I,-,,MR,3.24,2.2,0.3,MT,PortoGauchos,(UnB)~40km Tabapora-MT,Mw(mb)
1683,2009,10,23,8,13,51,-24.17,-43.2,0.0,40,3.0,1,I,-,,MR,3.58,2.6,0.3,RJ,PLAT. CONT,(ESAR),Mw(mb)
1684,2009,10,27,0,45,27,-3.76,-40.33,5.0,10,2.6,1,I,4,,MR,3.24,2.2,0.3,CE,Sobral,(UFRN;UnB),Mw(mb)
1685,2009,10,31,17,41,44,-24.06,-46.04,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1686,2009,11,3,23,17,8,-21.67,-50.17,0.0,50,2.1,5,I,-,,Ind,2.815,1.9,0.3,SP,ALTO ALEGRE,(IAG;UNESP),Mw(mb)
1687,2009,11,5,18,56,19,-24.18,-45.98,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1688,2009,11,10,17,40,52,-27.5,-56.7,15.0,30,3.5,5,I,3,,Ind,4.005,1.9,0.3,AR,Sur de Paraguay,(SJA/INPRES),Mw(mb)
1689,2009,11,23,16,40,51,-24.12,-45.83,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1690,2009,11,25,9,43,0,-8.26,-35.96,0.0,5,2.1,1,I,-,,MR,2.815,1.6,0.3,PE,Caruaru,(UFRN;UnB),Mw(mb)
1691,2009,11,25,14,22,3,-24.34,-43.32,0.0,40,2.5,1,I,-,,MR,3.155,2.0,0.3,RJ,PLAT. CONT,(ESAR),Mw(mb)
1692,2009,11,26,22,55,45,0.76,-43.0,5.0,20,4.0,1,I,-,,MR,4.43,3.7,0.3,MA,PlatafContin.,(IAG),Mw(mb)
1693,2009,11,29,22,5,15,-26.16,-57.63,32.0,30,4.5,5,I,3,,Ind,4.855,3.7,0.3,PY,Lag.Ypoa; Paraguay,(SJA/INPRES),Mw(mb)
1694,2009,12,2,2,39,31,-10.37,-52.71,5.0,20,3.5,1,I,-,,MR,4.005,3.2,0.3,MT,Sta.Cruz Xingu,(UnB),Mw(mb)
1695,2009,12,19,17,48,28,-24.23,-46.15,0.0,40,2.7,1,I,-,,MR,3.325,2.3,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1696,2009,12,21,8,25,0,-3.55,-40.65,0.0,10,2.9,1,I,-,,MR,3.495,2.5,0.3,CE,Coreauh,(UFRN),Mw(mb)
1697,2009,12,29,18,54,53,-24.27,-46.12,0.0,40,2.7,1,I,-,,MR,3.325,2.3,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1698,2009,12,30,16,41,33,-2.33,-59.76,5.0,20,3.0,1,I,-,,MR,3.58,2.6,0.3,AM,PresFigueired,(UnB),Mw(mb)
1699,2010,1,2,3,28,42,-3.55,-40.65,5.0,10,2.7,1,I,-,,MR,3.325,2.3,0.3,CE,Coreau,(UFRN;UnB),Mw(mb)
1700,2010,1,9,18,18,39,-5.55,-35.66,10.0,5,3.5,1,I,-,,MR,4.005,3.2,0.3,RN,Taipu,(UFRN;UnB),Mw(mb)
1701,2010,1,11,15,54,30,-5.55,-35.66,10.0,5,4.3,1,I,-,,MR,4.685,4.1,0.3,RN,Taipu,(UFRN;UnB;ISC-mb4.1)Sent=Natal;Recife;Par,Mw(mb)
1702,2010,1,13,2,6,52,-11.62,-56.7,5.0,10,2.9,1,I,-,,MR,3.495,2.5,0.3,MT,Porto Gauchos,(UnB) ~40km Tabapora-MT,Mw(mb)
1703,2010,1,17,22,38,15,-11.62,-56.7,5.0,10,2.6,1,I,-,,MR,3.24,2.2,0.3,MT,Porto Gauchos,(UnB) ~40km Tabapora-MT,Mw(mb)
1704,2010,1,22,7,48,8,-14.4,-47.81,0.0,10,3.2,1,I,-,,MR,3.75,2.8,0.3,GO,Colinas doSul,(UnB),Mw(mb)
1705,2010,1,25,2,17,17,-16.22,-44.91,0.0,20,3.3,1,I,-,,MR,3.835,2.9,0.3,MG,IcaraideMinas,(UnB),Mw(mb)
1706,2010,1,28,3,45,29,-19.5,-43.95,0.0,10,3.6,1,I,-,,MR,4.09,3.3,0.3,MG,BeloHorizonte,(UnB),Mw(mb)
1707,2010,2,15,18,50,38,-24.34,-45.82,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1708,2010,2,24,1,4,13,-11.62,-56.7,5.0,10,2.8,1,I,-,,MR,3.41,2.4,0.3,MT,PortoGauchos,(UnB) ~40km de Tabapora-MT,Mw(mb)
1709,2010,2,27,9,35,5,-11.62,-56.7,5.0,40,3.5,1,I,-,,MR,4.005,3.2,0.3,MT,PortoGauchos,(UnB) ~40km Tabapora-MT,Mw(mb)
1710,2010,2,28,2,21,0,-8.3,-36.15,0.0,5,2.9,1,I,-,,MR,3.495,2.5,0.3,PE,Sao Caetano,(UFRN),Mw(mb)
1711,2010,3,2,1,46,37,-11.62,-56.7,5.0,40,2.5,1,I,-,,MR,3.155,2.0,0.3,MT,PortoGauchos,(UnB) ~40km Tabapora-MT,Mw(mb)
1712,2010,3,3,21,0,0,-5.92,-38.05,5.0,2,2.0,1,I,-,,MR,2.73,1.5,0.3,RN,Tabol.Grande,(UFRN),Mw(mb)
1713,2010,3,3,22,49,0,-8.46,-36.78,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,PE,Alagoinha,(UFRN),Mw(mb)
1714,2010,3,4,19,51,48,-24.31,-45.82,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1715,2010,3,6,14,34,34,-24.45,-45.72,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1716,2010,3,8,23,14,0,-8.46,-36.78,0.0,5,3.2,1,I,-,,MR,3.75,2.8,0.3,PE,Alagoinha,(UFRN),Mw(mb)
1717,2010,3,11,2,57,9,-8.3,-36.15,0.0,5,2.7,1,I,-,,MR,3.325,2.3,0.3,PE,Sao Caetano,(UFRN),Mw(mb)
1718,2010,3,18,20,21,31,-23.43,-45.93,0.0,30,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,SALESOPOLIS,(ESAR),Mw(mb)
1719,2010,3,20,19,4,23,-24.01,-46.08,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1720,2010,3,22,13,57,50,-24.66,-45.27,0.0,40,2.1,1,I,-,,MR,2.815,1.6,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1721,2010,3,25,10,39,0,-5.97,-36.79,0.0,5,2.9,1,I,-,,MR,3.495,2.5,0.3,RN,Sant.do Matos,(UFRN),Mw(mb)
1722,2010,3,28,16,41,0,-5.55,-35.66,0.0,5,2.3,1,I,-,,MR,2.985,1.8,0.3,RN,Taipu,(UFRN),Mw(mb)
1723,2010,4,7,21,19,0,-8.46,-36.78,0.0,5,2.6,1,I,-,,MR,3.24,2.2,0.3,PE,Alagoinha,(UFRN),Mw(mb)
1724,2010,4,9,7,8,0,-27.71,-51.33,0.0,10,2.1,1,I,-,,MR,2.815,1.6,0.3,RS,Barracao,(IPT),Mw(mb)
1725,2010,4,9,7,8,0,-27.71,-51.33,0.0,10,2.1,1,I,-,,MR,2.815,1.6,0.3,RS,Barracao,(IPT),Mw(mb)
1726,2010,4,9,7,59,0,-3.93,-39.87,0.0,5,2.3,1,I,-,,MR,2.985,1.8,0.3,CE,Iraussuba,(UFRN),Mw(mb)
1727,2010,4,11,23,40,9,-11.62,-56.7,5.0,40,2.6,1,I,-,,MR,3.24,2.2,0.3,MT,PortoGauchos,(UnB)~40km Tabapora-MT,Mw(mb)
1728,2010,4,14,13,26,18,-19.7,-43.96,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,MG,Sao Jose Lapa,(UnB),Mw(mb)
1729,2010,4,17,7,6,0,-8.3,-36.15,0.0,5,2.3,1,I,-,,MR,2.985,1.8,0.3,PE,Sao Caetano,(UFRN),Mw(mb)
1730,2010,4,18,23,41,0,-8.57,-35.91,0.0,5,2.8,1,I,-,,MR,3.41,2.4,0.3,PE,Cupira,(UFRN),Mw(mb)
1731,2010,4,19,13,22,0,-8.57,-35.91,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,PE,Cupira,(UFRN),Mw(mb)
1732,2010,4,19,15,5,24,-27.03,-44.78,0.0,90,2.9,1,I,-,,MR,3.495,2.5,0.3,SC,PLAT. CONT,(ESAR),Mw(mb)
1733,2010,4,20,21,9,0,-8.57,-35.91,0.0,5,2.2,1,I,-,,MR,2.9,1.7,0.3,PE,Cupira,(UFRN) a conferir dia,Mw(mb)
1734,2010,4,24,15,44,39,-25.18,-44.93,0.0,50,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1735,2010,4,25,23,9,50,-6.82,-72.98,17.0,30,4.9,0,I,-,,mb,5.195,4.7,0.3,AC,Acre,(USGS),Mw(mb)
1736,2010,4,26,4,33,0,-29.16,-51.37,0.0,20,3.5,1,I,-,,MR,4.005,3.2,0.3,RS,Caxias do Sul,(IPT),Mw(mb)
1737,2010,4,26,10,33,56,-3.45,-44.77,0.0,10,2.6,1,I,-,,MR,3.24,2.2,0.3,MA,Arari,(UFRN),Mw(mb)
1738,2010,5,5,5,17,12,-21.19,-43.98,0.0,30,2.9,1,I,-,,MR,3.495,2.5,0.3,MG,Barroso,(UnB),Mw(mb)
1739,2010,5,6,8,9,31,-24.1,-44.76,0.0,20,2.0,1,I,-,,MR,2.73,1.5,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1740,2010,5,19,0,54,48,-22.97,-44.09,0.0,10,2.1,1,I,-,,MR,2.815,1.6,0.3,RJ,MANGARATIBA,(ESAR),Mw(mb)
1741,2010,5,25,19,26,34,-21.77,-43.45,0.0,30,2.0,1,I,-,,MR,2.73,1.5,0.3,MG,JUIZ DE FORA,(ESAR),Mw(mb)
1742,2010,5,31,2,33,11,-23.48,-45.8,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,SP,PARAIBUNA,(ESAR),Mw(mb)
1743,2010,6,1,6,58,47,-13.2,-39.5,0.0,10,3.2,1,I,-,,MR,3.75,2.8,0.3,BA,Mutuipe,(UnB),Mw(mb)
1744,2010,6,3,11,22,37,-19.56,-44.06,0.0,10,2.9,1,I,-,,MR,3.495,2.5,0.3,MG,Matozinhos,(UnB),Mw(mb)
1745,2010,6,11,9,58,0,-8.33,-36.29,0.0,10,2.7,1,I,-,,MR,3.325,2.3,0.3,PE,Tacaimbo,(UFRN),Mw(mb)
1746,2010,6,14,5,0,0,-10.73,-41.32,0.0,10,2.5,5,C,4-5,,Ind,3.155,2.3,0.3,BA,Umburanas,(UFRN),Mw(mb)
1747,2010,7,1,16,44,19,-22.43,-40.65,0.0,50,3.8,1,I,4,,MR,4.26,3.5,0.3,RJ,Plataforma;RJ,(IAG) sentido plataformas Pampo+Enchova,Mw(mb)
1748,2010,7,19,4,10,0,-8.3,-36.15,0.0,5,2.7,1,I,-,,MR,3.325,2.3,0.3,PE,Sao Caetano,(UFRN),Mw(mb)
1749,2010,8,21,12,57,5,-21.75,-50.01,0.0,40,3.0,1,I,4,,MR,3.58,2.6,0.3,SP,Getulina;Macuco,(IAG),Mw(mb)
1750,2010,8,31,19,12,16,-21.82,-43.41,0.0,30,2.0,1,I,-,,MR,2.73,1.5,0.3,MG,JUIZ DE FORA,(ESAR),Mw(mb)
1751,2010,9,1,7,11,0,-8.3,-36.15,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,PE,Sao Caetano,(UFRN),Mw(mb)
1752,2010,9,29,17,34,46,-16.73,-43.86,0.0,10,2.4,1,I,-,,MR,3.07,1.9,0.3,MG,Montes Claros,(UnB),Mw(mb)
1753,2010,9,29,19,54,43,-16.73,-43.86,0.0,10,2.8,1,I,4,,MR,3.41,2.4,0.3,MG,Montes Claros,(UnB) Origin Time to be confirmed,Mw(mb)
1754,2010,10,4,19,7,1,-13.72,-49.16,5.0,5,3.6,1,I,4,,MR,4.09,3.3,0.3,GO,Mara Rosa,(IAG;UnB),Mw(mb)
1755,2010,10,8,20,16,54,-13.771,-49.16,1.4,3,5.0,0,I,6,185.0,mb,5.28,4.8,0.33,GO,Mara Rosa,(UnB: rel.loc. with 2011-Feb-26; ISC mb5.,0.7Mw(mb)+0.3Mw(Af)
1756,2010,10,8,20,25,18,-13.77,-49.16,2.0,3,4.2,0,I,6,,mb,4.6,3.9,0.3,GO,Mara Rosa,(UnB),Mw(mb)
1757,2010,10,14,3,51,31,-24.38,-45.08,0.0,30,2.3,1,I,-,,MR,2.985,1.8,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1758,2010,10,24,19,1,40,-25.46,-47.6,0.0,80,2.8,1,I,-,,MR,3.41,2.4,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1759,2010,10,26,5,34,18,-13.79,-49.99,0.0,20,3.5,1,I,-,,MR,4.005,3.2,0.3,MT,StaCruzXingu,(UnB),Mw(mb)
1760,2010,10,26,13,15,0,-3.63,-40.51,5.0,5,2.6,1,I,-,,MR,3.24,2.2,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1761,2010,10,31,0,0,0,-3.63,-40.51,5.0,5,3.1,1,I,-,,MR,3.665,2.7,0.3,CE,S.da Meruoca,(UFRN),Mw(mb)
1762,2010,11,5,14,49,59,-24.47,-45.25,0.0,40,2.1,1,I,-,,MR,2.815,1.6,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1763,2010,11,9,14,50,57,-21.48,-43.58,0.0,40,2.2,1,I,-,,MR,2.9,1.7,0.3,MG,JUIZ DE FORA,(ESAR),Mw(mb)
1764,2010,11,28,10,21,20,-7.47,-50.4,0.0,20,4.2,1,I,-,,MR,4.6,3.9,0.3,PA,Redencao,(UnB;IAG),Mw(mb)
1765,2010,12,4,11,26,0,-5.46,-36.1,5.0,3,3.1,1,I,-,,MR,3.665,2.7,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1766,2010,12,4,23,58,0,-5.46,-36.1,5.0,3,3.0,1,I,-,,MR,3.58,2.6,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1767,2010,12,5,0,1,0,-5.46,-36.1,5.0,3,3.1,1,I,-,,MR,3.665,2.7,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1768,2010,12,5,0,25,0,-5.46,-36.1,5.0,3,2.0,1,I,-,,MR,2.73,1.5,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1769,2010,12,8,0,12,0,-5.46,-36.1,5.0,3,2.3,1,I,-,,MR,2.985,1.8,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1770,2010,12,9,21,29,14,-13.4,-46.32,0.0,30,3.7,1,I,-,,MR,4.175,3.4,0.3,GO,Sao Domingos,(UnB;IAG),Mw(mb)
1771,2010,12,13,3,16,0,-5.46,-36.1,5.0,3,2.1,1,I,-,,MR,2.815,1.6,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1772,2010,12,14,10,46,0,-5.46,-36.1,5.0,3,2.5,1,I,-,,MR,3.155,2.0,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1773,2010,12,31,3,1,0,-5.46,-36.1,5.0,3,2.6,1,I,-,,MR,3.24,2.2,0.3,RN,Pedra Preta,(UFRN),Mw(mb)
1774,2011,1,6,19,30,8,-22.96,-44.55,0.0,5,2.0,1,I,-,,MR,2.73,1.5,0.3,RJ,NW DA ESAR,(ESAR),Mw(mb)
1775,2011,1,8,11,49,38,-13.52,-48.84,0.0,30,4.1,1,I,-,,MR,4.515,3.8,0.3,GO,Trombas-Formosa,(UnB;IAG),Mw(mb)
1776,2011,2,3,18,26,44,-22.13,-43.12,0.0,30,2.0,1,I,-,,MR,2.73,1.5,0.3,RJ,TRES RIOS,(ESAR),Mw(mb)
1777,2011,2,3,19,43,39,-21.89,-41.42,0.0,70,2.5,1,I,-,,MR,3.155,2.0,0.3,RJ,CAMPO DOS GOYTACAZES,(ESAR),Mw(mb)
1778,2011,2,14,18,58,0,-5.55,-35.66,0.0,5,2.1,1,I,-,,MR,2.815,1.6,0.3,RN,Taipu,(UFRN),Mw(mb)
1779,2011,2,20,14,6,32,-24.78,-45.03,0.0,40,2.4,1,I,-,,MR,3.07,1.9,0.3,SP,PLAT. CONT,(ESAR),Mw(mb)
1780,2011,2,26,22,52,12,-13.78,-49.21,0.0,20,3.4,1,I,-,,MR,3.92,3.1,0.3,GO,Estrela Norte,(UnB),Mw(mb)
1781,2011,2,27,7,41,0,-29.14,-51.1,0.0,20,3.1,1,I,-,,MR,3.665,2.7,0.3,RS,Caxias do Sul,(IPT),Mw(mb)
1782,2011,3,2,19,17,16,-11.45,-48.71,0.0,20,3.2,1,I,-,,MR,3.75,2.8,0.3,TO,Alianca do Tocantins,(UnB),Mw(mb)
1783,2011,3,4,6,59,45,-13.78,-49.21,0.0,10,3.6,1,I,-,,MR,4.09,3.3,0.3,GO,Estrela Norte,(UnB mag=3.7; IAG mag=3.5) Check O.T.,Mw(mb)
1784,2011,3,4,7,2,7,-13.78,-49.21,0.0,10,2.8,1,I,-,,MR,3.41,2.4,0.3,GO,Estrela Norte,(UnB),Mw(mb)
1785,2011,3,4,7,5,35,-13.78,-49.21,0.0,10,3.1,1,I,-,,MR,3.665,2.7,0.3,GO,Estrela Norte,(UnB),Mw(mb)
1786,2011,3,5,23,28,45,-16.701,-43.883,0.0,1,3.3,1,I,-,,MR,3.835,2.9,0.3,MG,Montes Claros,(IAG; UnB) Lg relative epic and OT,Mw(mb)
