"YEAR","MO","DD","HH","MI","SS","LATITUDE","LONG.","DEPTH","ERR","MAG","MT","Q","Io","Area","M_TYPE","MW_SCOR","MW_BRProxy","s_MW_BRProxy","ST","Locality","(Reference) Comments"
2003,4,16,15,36,18,-21.31,-39.86,0,10,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"RJ","Margem Cont.","(IAG)"
2003,5,4,22,27,57,-20.37,-44.81,0,20,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MG","Itaguara","(IAG;UnB) IAG2.8 - UnB3.0"
2003,5,11,13,32,45,-16.73,-54.29,0,20,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MT","Rondonopolis","(IAG)"
2003,5,11,13,45,38,-16.73,-54.29,0,20,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"MT","Rondonopolis","(IAG;UnB) IAG3.9 - UnB3.5"
2003,5,17,6,40,3,-26.09,-46.21,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PR","Margem Cont.","(IAG)"
2003,5,20,7,50,31,-4.24,-39.98,0,30,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"CE","Taperauaba","(IAG)"
2003,5,23,11,28,11,-25.39,-46.42,0,30,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"PR","Margem Cont.","(IAG)"
2003,6,17,2,15,,-8.26,-35.96,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"PE","Caruaru","(UFRN)"
2003,6,23,6,9,6,-26.44,-41.73,0,30,4.1,1,"I","-",,"MR",4.5,3.8,0.3,"SC","Margem Cont.","(IAG;UnB;IPT) IAG3.6;UnB4.5"
2003,6,30,13,20,36,-16.73,-54.29,0,20,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"MT","Rondonopolis","(IAG)"
2003,7,14,9,8,38,-12.64,-47.68,0,30,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"TO","Parana","(IAG;UnB) IAG3.8;UnB3.3"
2003,7,14,9,15,37,-12.64,-47.62,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"TO","Parana","(IAG)"
2003,7,15,15,36,1,-15.55,-47.68,0,40,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"GO","Jacilandia","(IAG)"
2003,7,19,10,32,,-5.63,-35.6,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"RN","Taipu","(UFRN)"
2003,7,19,22,12,,-5.63,-35.6,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Taipu","(UFRN)"
2003,7,20,0,32,,-5.63,-35.6,0,5,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"RN","Taipu","(UFRN)"
2003,7,20,0,43,,-5.63,-35.6,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Taipu","(UFRN)"
2003,7,20,9,7,,-5.63,-35.6,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Taipu","(UFRN)"
2003,7,23,0,12,,-5.63,-35.6,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"RN","Taipu","(UFRN)"
2003,7,23,1,6,,-5.63,-35.6,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RN","Taipu","(UFRN)"
2003,7,26,0,51,21,-24.05,-42.36,0,20,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"SP","Margem Cont.","(IAG)"
2003,7,31,11,34,11,-13.54,-44.59,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","Correntina","(IAG)"
2003,7,31,14,43,40,-13.49,-44.59,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"BA","Correntina","(IAG)"
2003,7,31,15,29,57,-13.58,-44.6,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","Correntina","(IAG)"
2003,10,10,17,17,6,-24.02,-45.97,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"RJ","PLAT. CONT","(ESAR)"
2003,10,28,22,54,57,-17.38,-56.22,0,20,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"MT","SSW-Pocone","(IAG)"
2003,10,28,23,21,55,-17.38,-56.22,0,50,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"MT","SSW-Pocone","(IAG)"
2003,11,15,0,20,27,-8.34,-50.04,0,20,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"PA","Con.Araguaia","(IAG)"
2003,12,3,23,33,47,-9.61,-34.28,0,30,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"AL","Margem Cont.","(IAG)"
2003,12,8,10,21,,-8.26,-35.96,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"PE","Caruaru","(UFRN)"
2003,12,24,20,12,55,-7.4,-72.7,28,100,3.4,0,"I","-",,"mb",3.9,3.1,0.3,"AC","Acre","(ISC)"
2004,1,11,10,34,20,-8.33,-36.58,0,20,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,1,12,4,51,50,-6.57,-38.8,0,50,3.2,1,"I","-",,"MR",3.8,2.8,0.3,"CE","Icoh","(IAG)"
2004,1,13,8,18,,-8.33,-36.58,0,20,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"PE","Belo Jardim","(UFRN)"
2004,2,3,1,7,,-8.26,-35.96,0,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","Caruaru","(UFRN)"
2004,2,6,5,55,20,-4.98,-39.74,0,50,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","Guia","(IAG)"
2004,2,27,19,50,7,-24.84,-45.71,0,0,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"SP","Margem Cont.","(IAG-ESAR;IPT)"
2004,3,12,2,50,2,-8.22,-38.37,0,0,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Carqueja","(IAG)"
2004,3,17,23,28,58,-18.4,-56.21,0,100,3,1,"I","-",,"MR",3.6,2.6,0.3,"MS","Paiaguas","(IAG)"
2004,5,16,14,29,37,-25.22,-44.72,0,50,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"SP","Margem Cont.","(IAG;IPT;UNESP-RC)"
2004,5,21,11,57,,-8.33,-36.58,0,20,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,21,13,6,,-8.33,-36.58,0,20,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,21,16,29,,-8.33,-36.58,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,22,0,10,,-8.33,-36.58,0,20,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,22,0,11,,-8.33,-36.58,0,20,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,22,0,23,,-8.33,-36.58,0,20,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,22,21,40,,-8.33,-36.58,0,20,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,5,30,3,26,29,-23.17,-42.15,0,50,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"RJ","Margem Cont.","(IAG;IPT)"
2004,5,30,17,1,,-8.33,-36.58,0,20,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"PE","Belo Jardim","(IAG;UFRN)"
2004,6,1,4,3,11,-22.99,-41.89,0,50,2.3,5,"I","-",,"Ind",3.0,2.3,0.6,"RJ","MARGEM CONT","(IAG;IPT)"
2004,6,1,12,11,0,-8.33,-36.58,0,5,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,2,11,45,,-8.33,-36.58,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,2,11,56,,-8.33,-36.58,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,7,23,25,,-8.33,-36.58,0,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,9,2,34,,-8.33,-36.58,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,9,11,36,,-8.33,-36.58,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,9,12,30,,-8.33,-36.58,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,10,2,31,,-8.33,-36.58,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,10,3,20,,-8.33,-36.58,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,14,11,7,,-8.33,-36.58,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"PE","Belo Jardim","(UFRN;IAG)"
2004,6,24,12,18,32.5,-26.21,-61.87,44,30,3.4,5,"I","-",,"Ind",3.9,3.4,0.6,"AR","Argentina","(SJA/INPRES)"
2004,7,6,14,44,16,-3.2,-72.92,15,40,4,0,"I","-",,"mb",4.4,3.7,0.3,"AC","Peru/Brasil","(ISC)"
2004,8,24,8,14,49,-4.37,-38.48,0,10,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"CE","Cascavel","(UFRN;UnB;IAG)"
2004,9,6,20,13,28,-17.2,-56.2,0,100,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"MT","SE-Poconeh","(IAG)"
2004,9,18,8,44,,-5.46,-35.69,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"RN","Pureza","(UFRN)"
2004,11,25,13,10,36,-21.22,-50.47,0,50,3.2,5,"I","-",,"Ind",3.8,3.2,0.6,"SP","ARACATUBA","(IPT)"
2004,12,26,0,39,53,-16.22,-55.95,0,20,3.2,1,"I","3",,"MR",3.8,2.8,0.3,"MT","Barao Melgaco","(IAG)"
2004,12,27,14,24,5,-22.23,-44.8,0,20,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","CRUZEIRO","(ESAR)"
2005,3,11,5,38,26,-21.06,-48.5,0,1,2.7,1,"I","4",,"MR",3.3,2.3,0.3,"SP","Bebedouro","(IAG;UNESP-RC)"
2005,3,23,21,11,59.7,-11.6,-56.76,3,4,5,0,"I","5-6",,"mb",5.3,4.8,0.3,"MT","Pto. dos Gauchos","(UnB; Barros etal.2009) pGT H.O.=AK135"
2005,3,30,11,41,44,-21.06,-48.5,1,1,2.9,1,"I","5",0.7,"MR",3.5,2.6,0.3,"SP","Bebedouro","(IAG;UNESP-RC)"
2005,4,2,15,25,17,-21.06,-48.5,1,1,2.8,1,"I","5",,"MR",3.4,2.4,0.3,"SP","Bebedouro","(IAG;UNESP-RC)"
2005,4,3,13,44,59,-8.8,-33.19,0,50,3,1,"I","-",,"MR",3.6,2.6,0.3,"PE","Margem Cont.","(IAG;UFRN)"
2005,4,8,23,34,22,-21.03,-47.29,0,30,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"SP","SBenedAreias","(IAG;IPT)"
2005,6,6,5,1,,-4.35,-38.36,0,10,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","Chorozinho","(UFRN)"
2005,6,18,11,10,,-4.35,-38.36,0,10,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","Chorozinho","(UFRN)"
2005,6,27,14,37,,-5.71,-37.86,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RN","Apodi","(UFRN)"
2005,7,10,8,7,3,-16.81,-54.96,0,30,3,1,"I","-",,"MR",3.6,2.6,0.3,"MT","Anhumas","(IAG)"
2005,7,20,16,43,6,-11.6,-56.78,0,30,4.3,1,"I","4",,"MR",4.7,4.1,0.3,"MT","Porto dos Gauchos","(UnB;IAG)"
2005,7,23,,,,-5.71,-37.86,0,5,2,1,"I","-",,"MR",2.7,1.5,0.3,"RN","Apodi","(UFRN)"
2005,8,26,13,57,,-5.89,-37.31,0,10,2,1,"I","-",,"MR",2.7,1.5,0.3,"RN","Campo Grande","(UFRN) ex Augusto Severo"
2005,9,24,20,38,1,-11.88,-57.4,0,30,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"MT","P.Gauchos","(IAG)"
2005,12,14,11,40,,-5.56,-35.57,0,10,2,1,"I","-",,"MR",2.7,1.5,0.3,"RN","Taipu","(UFRN) sentido"
2005,12,26,13,41,45,-25.03,-45.26,0,50,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","PLAT. CONT","(ESAR)"
2005,12,31,5,32,46,-22.53,-46.77,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","SERRA NEGRA","(ESAR)"
2006,1,3,19,29,52,-21.69,-42.38,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","LEOPOLDINA","(ESAR)"
2006,1,4,22,54,37,-24.41,-50.7,0,20,4.1,1,"I","4",13,"MR",4.5,3.9,0.3,"PR","Telem.Borba","(IAG;UNESP-RC;IPT;UnB)"
2006,1,4,22,56,10,-24.43,-50.7,0,20,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"PR","Telem.Borba","(IAG;UNESP-RC;IPT;UnB)"
2006,1,8,1,54,55,-10.07,-36.93,0,10,3.4,1,"I","5",,"MR",3.9,3.1,0.3,"AL","Sao Bras","(UnB;UFRN;IAG)2 replicas"
2006,1,10,19,3,41,-21.64,-46.86,0,30,3,1,"I","2",,"MR",3.6,2.6,0.3,"SP","S.Jose do Rio Pardo","(IAG;UnB;UNESP-RC;IPT)"
2006,1,16,,,,-7.33,-35.33,0,10,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PB","Itabaiana","(UFRN)"
2006,2,24,7,42,,-14.15,-47.48,0,30,2.6,1,"I","4-5",,"MR",3.2,2.2,0.3,"GO","Alto Paraiso","(UnB)"
2006,2,28,8,18,40,-13.04,-48.43,0,30,2.7,1,"I","5",,"MR",3.3,2.3,0.3,"TO","Palmeiropoli","(UnB)"
2006,3,22,14,3,0,-21.41,-50.08,0,10,2.5,1,"I","3-4",,"MR",3.2,2.0,0.3,"SP","Penapolis","(UNESP-RC)"
2006,3,29,,,,-14.18,-40.11,0,10,3.7,4,"C","5-6",,"M(Io)",4.2,3.7,0.6,"BA","Jequieh","(UFRN) Oriente Novo; varios desde jan"
2006,4,4,4,0,57,-20.95,-45.71,0,30,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"MG","CarmoR.Claro","(IAG;IPT)"
2006,4,10,17,11,13,-21.05,-45.4,0,30,2.7,1,"I","-",,"MR",3.3,2.3,0.3,"MG","Aguanil","(IAG;IPT)"
2006,4,22,2,29,19,-16.31,-53.3,0,50,2.8,5,"I","-",,"Ind",3.4,2.8,0.6,"MT","Guiratinga","(IAG)"
2006,5,14,14,7,46,-16.72,-42.58,0,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"MG","Irapeh","(UnB) induzido por reservatorio"
2006,5,18,23,41,,-8.26,-36.16,0,5,2.5,1,"I","-",,"MR",3.2,2.0,0.3,"PE","Sao Caetano","(UFRN)"
2006,5,20,4,26,5.6,-8.26,-36.16,6,4,3.9,1,"I","5-6",,"MR",4.3,3.6,0.3,"PE","Sao Caetano","(UFRN; Neto_etal.2009) RCBR-mR=3.77; IDC="
2006,6,8,16,29,13,4.88,-51.96,3,15,5.2,0,"I","-",,"mb",5.5,5.1,0.3,"AP","Caiena","(ISC;UnB;IAG) Oiapoque IIMM"
2006,6,14,7,30,,-4.41,-38.29,0,2,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"CE","Cascavel","(UFRN)"
2006,6,17,1,11,57,-22.23,-51.26,0,20,3.2,1,"I","4-5",,"MR",3.8,2.8,0.3,"SP","Regente Feijo","(IAG;UnB;UNESP-RC;IPT)"
2006,6,28,8,0,,-4.41,-38.29,0,2,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","Cascavel","(UFRN)"
2006,7,1,14,39,4,-21.08,-46.71,0,60,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","JACUI","(ESAR)"
2006,7,20,17,20,,-8.26,-36.16,0,5,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"PE","Sao Caetano","(UFRN)"
2006,8,30,,,,-10.51,-37.06,0,10,2.5,5,"I","-",,"Ind",3.2,2.5,0.6,"SE","Capela","(UFRN) sentido"
2006,9,1,13,55,,-8.26,-36.16,0,5,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"PE","Sao Caetano","(UFRN)"
2006,9,2,23,56,,-5,-35,0,30,4,1,"I","-",,"MR",4.4,3.7,0.3,"RN","Plataforma","(UFRN) sentido em Natal"
2006,11,16,8,8,6,-22.28,-39.78,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"RJ","Margem Cont.","(IAG)"
2006,11,26,2,11,57,-22.04,-40.25,0,30,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"RJ","Margem Cont.","(IAG;UnB;IPT)"
2007,3,12,15,0,0,-19.95,-44.16,0,50,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"MG","BETIM","(UnB)"
2007,3,20,13,38,52.84,-8.264,-36.161,5,1,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"PE","Sao Caetano","(UFRN=3.9;IAG=3.8; 5-sta local net)"
2007,3,20,14,22,,-8.26,-36.16,0,5,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"PE","Sao Caetano","(UFRN)"
2007,3,23,4,41,,-8.26,-36.16,0,5,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"PE","Sao Caetano","(UFRN)"
2007,3,26,0,44,17,-8.26,-36.16,0,5,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"PE","Sao Caetano","(UFRN=3.1;IAG=3.4)"
2007,3,27,19,45,49,-26.66,-46.88,0,30,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"SC","Margem Cont.","(IAG;UnB;IPT)"
2007,3,28,15,4,0,-8.33,-36.58,0,30,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"PE","Belo Jardim","(IAG=2.8)"
2007,4,15,2,0,,-3.23,-40.13,0,30,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"CE","Morrinhos","(UnB)"
2007,5,13,13,0,55,-21.06,-48.5,0,50,2.2,5,"I","-",,"Ind",2.9,2.2,0.6,"SP","BEBEDOURO","(IAG;UNESP)"
2007,5,24,15,30,58,-15,-44.3,0,10,3.8,1,"I","4-5",,"MR",4.3,3.5,0.3,"MG","Januaria","(IAG=3.5;UnB=3.5USGS=4.4h=10G)"
2007,6,25,2,26,38,-5.28,-38.28,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","Castanhao","(UFRN)"
2007,7,10,9,29,25,-5.28,-38.28,0,5,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"CE","Castanhao","(UFRN)"
2007,7,14,5,33,32,-19.56,-46.29,0,5,3.5,1,"I","3-4",,"MR",4.0,3.2,0.3,"MG","Ibia;Pratinha","(UnB;IAG;UNESP-RC;IPT)"
2007,7,18,,,,-7.63,-72.67,0,5,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"AC","CruzeiroSul","(IAG)"
2007,7,27,18,37,,-21.95,-48.68,0,0,2.5,5,"I","3",,"Ind",3.2,2.5,0.6,"SP","Bariri","(UNESP-RC;IAG)"
2007,9,5,4,9,8,-24.62,-43.28,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RJ","PLAT. CONT","(ESAR)"
2007,9,13,10,40,2,-5.92,-38.05,5,2,3.2,1,"I","5",,"MR",3.8,2.8,0.3,"RN","Tabuleiro Grande","(UFRN;IAG:ITR=3.3)"
2007,10,25,22,30,,-11.35,-41.66,0,20,3,4,"C","4",,"M(Io)",3.6,3.0,0.6,"BA","Joao Dourado","(Jornal.....)"
2007,10,31,21,15,55,3.5,-48.12,0,10,5.1,0,"I","-",,"mb",5.4,5.0,0.3,"AP","Plat. Continental","(USGS)"
2007,12,9,2,3,28.36,-15.033,-44.295,0.7,2,4.9,0,"I","7",11.2,"mb",5.2,4.5,0.3,"MG","Itacarambi","(ISC; Chimpliganond etal.2010) GT5"
2008,1,16,20,23,45,-22,-40.1,0,50,2.6,5,"I","-",,"Ind",3.2,2.6,0.6,"RJ","PLAT. CONT","(IAG)"
2008,1,28,15,46,,-3.63,-40.51,0,5,2.5,1,"I","3",,"MR",3.2,2.0,0.3,"CE","S.da Meruoca","(UFRN)"
2008,2,2,22,36,,-3.63,-40.51,0,5,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","S.da Meruoca","(UFRN)varios evts."
2008,2,8,19,5,14,-24.56,-44.89,0,20,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"SP","Plataf.Cont.","(IAG;UNESP-RC)"
2008,2,15,18,0,,-6.14,-39.88,0,5,2.3,1,"I","2-3",,"MR",3.0,1.8,0.3,"CE","Catarina","(UFRN;Diario do Nordeste)"
2008,2,17,1,57,,-3.63,-40.51,0,5,3.7,1,"I","4",,"MR",4.2,3.4,0.3,"CE","S.d.Meruoca","(UFRN;UnB)"
2008,2,29,4,48,,-3.63,-40.51,0,5,3.7,1,"I","-",,"MR",4.2,3.4,0.3,"CE","S.da Meruoca","(UFRN) muitos tremores..."
2008,3,1,0,58,,-3.63,-40.51,0,5,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"CE","S.da Meruoca","(UFRN)"
2008,3,4,11,45,,-3.63,-40.51,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","S.da Meruoca","(UFRN)"
2008,3,5,20,3,,-3.63,-40.51,0,5,2.8,1,"I","-",,"MR",3.4,2.4,0.3,"CE","S.da Meruoca","(UFRN)"
2008,3,10,18,17,42,-23.72,-46.32,0,40,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","RIBEIRAO PIRES","(ESAR)"
2008,3,15,3,32,30,-24.99,-45.37,0,50,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","PLAT. CONT","(ESAR)"
2008,3,19,22,12,,-15.07,-44.09,1,5,3.8,1,"I","-",,"MR",4.3,3.5,0.3,"MG","Itacarambi","(UnB) mag Chimpliganond-2010"
2008,3,21,6,20,,-3.63,-40.51,0,5,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"CE","S.da Meruoca","(UFRN)"
2008,3,21,11,16,,-3.63,-40.51,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","S.da Meruoca","(UFRN)"
2008,4,4,17,7,,-3.63,-40.51,0,5,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"CE","S.da Meruoca","(UFRN) mag=3.9? mR=2.8; conferir!!!"
2008,4,8,17,31,13,-23.59,-46.33,0,40,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"SP","RIBEIRAO PIRES","(ESAR)"
2008,4,20,6,39,54,-24.8,-40.89,0,10,3.6,1,"I","-",,"MR",4.1,3.3,0.3,"SP","Plataf.Continental","(IAG;IPT)"
2008,4,23,0,0,48,-25.7,-45.41,17,10,5.2,1,"I","4-5",720,"MR",5.5,5.1,0.3,"SP","Plataforma Continental","(IAG;IPT;UnB;UNESP)"
2008,4,23,0,19,42,-25.7,-45.41,0,50,2.1,5,"I","-",,"Ind",2.8,2.1,0.6,"SP","Plat. Continental","(IPT) replica"
2008,4,23,0,16,52,-25.7,-45.41,0,50,2.7,5,"I","-",,"Ind",3.3,2.7,0.6,"SP","Plat. Continental","(IPT) replica"
2008,5,1,8,36,,-3.63,-40.51,0,5,3.1,1,"I","-",,"MR",3.7,2.7,0.3,"CE","S.da Meruoca","(UFRN)"
2008,5,3,9,9,55,-22.48,-39.89,0,30,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"RJ","Plataf.Cont.","(IAG;IPT)"
2008,5,13,19,48,12,-23.72,-46.3,0,40,2,1,"I","-",,"MR",2.7,1.5,0.3,"SP","RIBEIRAO PIRES","(ESAR)"
2008,5,15,20,7,5,-21.43,-42.64,0,50,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"MG","CATAGUASES","(ESAR)"
2008,5,21,19,23,59.35,-3.63,-40.51,5,5,3.8,2,"I","-",,"M(bR)",4.3,3.5,0.3,"CE","S.da Meruoca","(UFRN;UnB;IAG) mb_ISC=3.65 mR_IAG=3.92"
2008,5,21,19,28,16,-3.63,-40.51,0,5,3.9,1,"I","-",,"MR",4.3,3.6,0.3,"CE","S.da Meruoca","(UFRN;UnB;IAG) mesmo evento?"
2008,5,22,21,1,,-3.63,-40.51,0,5,3,1,"I","-",,"MR",3.6,2.6,0.3,"CE","S.da Meruoca","(UFRN)"
2008,6,14,12,0,,-28.9,-51.35,0,1,3.3,1,"I","-",,"MR",3.8,2.9,0.3,"RS","NovaRoma Sul","(UFRS)"
2008,7,31,3,12,6,-13.73,-44.73,0,45,2.9,1,"I","-",,"MR",3.5,2.5,0.3,"BA","Correntina","(UnB)"
2008,9,11,12,35,27,-3.63,-40.51,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2008,9,15,17,14,43,-3.63,-40.51,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2008,9,19,11,39,50,-3.63,-40.51,0,5,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2008,9,29,15,19,20,-19.9,-47.33,0,20,3.1,1,"I","4-5",,"MR",3.7,2.7,0.3,"MG","Uberaba","(UnB)"
2008,10,7,21,51,9,-17.17,-56.24,0,20,3.4,1,"I","-",,"MR",3.9,3.1,0.3,"MT","B.de Melgaco","(UnB)"
2008,10,12,19,29,41,-3.63,-40.51,0,5,2.4,1,"I","-",,"MR",3.1,1.9,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2008,10,26,19,9,42,-3.63,-40.51,0,5,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2008,11,10,6,56,57,-29.02,-51.06,0,1,3,1,"I","3",,"MR",3.6,2.6,0.3,"RS","Caxias do Sul","(UFRS)"
2008,12,15,,,,-16.7,-44.9,0,101,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"MG","Mtes.Claros","(UnB)"
2008,12,15,20,36,57,-23.63,-45.79,0,30,2.1,1,"I","-",,"MR",2.8,1.6,0.3,"SP","SALESOPOLIS","(ESAR)"
2008,12,19,,,,-3.63,-40.51,0,5,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"CE","S.da Meruoca","(UFRN)"
2008,12,19,22,55,20,-31.66,-49.58,0,25,3.9,0,"I","-",,"mb",4.3,3.6,0.3,"RS","Plataforma Torres","(ISC)"
2009,1,15,,,,-16.7,-44.9,0,101,2.2,1,"I","-",,"MR",2.9,1.7,0.3,"MG","Mtes.Claros","(UnB)"
2009,1,31,2,50,59,-13.73,-44.74,11,30,2.6,1,"I","-",,"MR",3.2,2.2,0.3,"BA","Correntina","(UnB)"
2009,2,9,14,45,,-3.63,-40.51,0,5,3.5,1,"I","-",,"MR",4.0,3.2,0.3,"CE","S.da Meruoca","(UFRN;UnB)"
2009,2,23,19,19,41,-24.42,-45.77,0,40,2.3,1,"I","-",,"MR",3.0,1.8,0.3,"RJ","PLAT. CONT","(ESAR)"
